Compétition,Nom équipe,Numéro de club,MailClub,Nom de club,Localité club,AdressePostale,Latitude,Longitude,Complément (club),Voie-rue (club),Lieu-dit (club),Code postal (club),Bureau distributeur (club),Libellé catégorie,Sous catégorie
D4 My Team,Vasselay St Eloy Fc 2,581740,581740@lcfoot.fr,F.C. VASSELAY ST ELOY DE GY,VASSELAY,1 place Louis DUCOUX 18110 VASSELAY,"47,158036","2,3879055",Mairie de Vasselay,1 place Louis DUCOUX,,18110,VASSELAY,Libre / Senior,Senior
E-Foot Orange,Gauthier M. 0,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / Senior,Senior
D1 Trophée Mutuale,Vierzon Chaillot Sl 1,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / Senior,Senior
Critérium U13 Départemental 2,Vierzon Chaillot Sl 1,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 3,Vierzon Chaillot Sl 1,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Vierzon Chaillot Sl 1,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Foot Loisir / Foot Loisir,Foot Loisir
D3 Gar. Des Stuarts Distinxion,Vierzon Chaillot Sl 2,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / Senior,Senior
D4 My Team,Vierzon Chaillot Sl 3,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / Senior,Senior
U15 Départemental 1,Vz Chail/Vz Fc/Mass. 1,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / U15 - U14,U15 (- 15 ans)
Seniors Féminines À 8,Vz Chaillot/Salbris 1,529929,529929@lcfoot.fr,SP.L. CHAILLOT VIERZON,VIERZON,129 ROUTE DE BELLON 18100 VIERZON,"47,2036432","2,0818266",,129 ROUTE DE BELLON,,18100,VIERZON,Libre / Senior F,Senior F
Critérium U13 Départemental 1,Vierzon Fc  (U12) 3,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U13 Départemental 1,Vierzon Fc (U13) 2,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / U13 - U12,U13 (- 13 ans)
U15 R2,Vierzon Fc (U15) 1,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / U15 - U14,U15 (- 15 ans)
E-Foot Orange,Vierzon Fc 0,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Senior,Senior
N3,Vierzon Fc 1,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Senior,Senior
Regional 2 Feminin,Vierzon Fc 1,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Senior F,Senior F
Critérium U13 Ligue,Vierzon Fc 1,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 1,Vierzon Fc 1,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Football d'animation,U11 (- 11 ans)
U14 R1,Vierzon Fc 14,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / U15 - U14,U14 (- 14 ans)
U16 R1,Vierzon Fc 16,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / U17 - U16,U16 (- 16 ans)
U18 R1,Vierzon Fc 18,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / U19 - U18,U18 (- 18 ans)
Regional 2,Vierzon Fc 2,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Senior,Senior
Critérium U11 Niveau 1,Vierzon Fc 2,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Football d'animation,U11 (- 11 ans)
D1 Trophée Mutuale,Vierzon Fc 3,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Senior,Senior
Critérium U11 Niveau 3,Vierzon Fc 3,581331,581331@lcfoot.fr,VIERZON F. C.,VIERZON,72 RUE HENRI BARBUSSE 18100 VIERZON,"47,2356127","2,0656965",,72 RUE HENRI BARBUSSE,,18100,VIERZON,Libre / Football d'animation,U11 (- 11 ans)
U15 Départemental 3,Ent. Haut Berry 1,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / U15 - U14,U15 (- 15 ans)
U15 Départemental 3,Ent. Haut Berry 2,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / U15 - U14,U15 (- 15 ans)
U15 Foot À 8,Ent. Haut Berry 3,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / U15 - U14,U15 (- 15 ans)
Regional 3,Fussy St Martin Fc 1,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / Senior,Senior
Championnat Vétérans,Fussy St Martin Fc 1,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Foot Loisir / Foot Loisir,Foot Loisir
D2 Cd18,Fussy St Martin Fc 2,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / Senior,Senior
Championnat Vétérans,Fussy St Martin Fc 2,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Foot Loisir / Foot Loisir,Foot Loisir
D3 Gar. Des Stuarts Distinxion,Fussy St Martin Fc 3,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / Senior,Senior
Critérium U13 Départemental 2,Jeunes Terres Vives 1,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 1,Jeunes Terres Vives 1,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / Football d'animation,U11 (- 11 ans)
Critérium U13 Départemental 3,Jeunes Terres Vives 2,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 3,Jeunes Terres Vives 2,581372,581372@lcfoot.fr,F.C. FUSSY ST MARTIN VIGNOUX,VIGNOUX SOUS LES AIX,1 place de l'église 18110 VIGNOUX SOUS LES AIX,"47,1863154","2,4640274",MAIRIE DE VIGNOUX Sous LES AIX,1 place de l'église,,18110,VIGNOUX SOUS LES AIX,Libre / Football d'animation,U11 (- 11 ans)
Regional 3,Vignoux Cs 1,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / Senior,Senior
Seniors Féminines À 8,Vignoux Cs 1,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / Senior F,Senior F
Championnat Vétérans,Vignoux Cs 1,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Foot Loisir / Foot Loisir,Foot Loisir
D3 Gar. Des Stuarts Distinxion,Vignoux Cs 2,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / Senior,Senior
D4 My Team,Vignoux Cs 3,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / Senior,Senior
Critérium U13 Départemental 2,Vignoux/Foecy 1,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U13 Départemental 2,Vignoux/Foecy 2,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 2,Vignoux/Foecy/Nancay 1,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / Football d'animation,U11 (- 11 ans)
Critérium U11 Niveau 3,Vignoux/Foecy/Nancay 2,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / Football d'animation,U11 (- 11 ans)
U18 Départemental 1,Vignoux/Nancay Neuv. 1,542367,542367@lcfoot.fr,C.S. VIGNOUX S/BARANGEON,VIGNOUX SUR BARANGEON,Rue de la Republique 18500 VIGNOUX SUR BARANGEON,"47,1978619","2,1748227",MAIRIE.,Rue de la Republique,,18500,VIGNOUX SUR BARANGEON,Libre / U19 - U18,U18 (- 18 ans)
Departemental 3,Alluyes 1,523767,523767@lcfoot.fr,U.S. ALLUYES,ALLUYES, 28800 ALLUYES,"48,229674","1,366219",523767MAIRIE,,,28800,ALLUYES,Libre / Senior,Senior
Regional 3 Feminin,Amilly Cintra 1,528148,528148@lcfoot.fr,AMILLY F.C.,AMILLY,11 RUE DES VAUROUX 28300 AMILLY,"48,4437072","1,3981945",,11 RUE DES VAUROUX,,28300,AMILLY,Libre / Senior F,Senior F
Veterans / 1ère Division,Amilly F.C 1,528148,528148@lcfoot.fr,AMILLY F.C.,AMILLY,11 RUE DES VAUROUX 28300 AMILLY,"48,4437072","1,3981945",,11 RUE DES VAUROUX,,28300,AMILLY,Foot Loisir / Foot Loisir,Foot Loisir
Criterium U11 Niveau 3,Amilly/Fontaine 1,528148,528148@lcfoot.fr,AMILLY F.C.,AMILLY,11 RUE DES VAUROUX 28300 AMILLY,"48,4437072","1,3981945",,11 RUE DES VAUROUX,,28300,AMILLY,Libre / Football d'animation,U11 (- 11 ans)
Plateaux U9,Amilly/Fontaine 2,528148,528148@lcfoot.fr,AMILLY F.C.,AMILLY,11 RUE DES VAUROUX 28300 AMILLY,"48,4437072","1,3981945",,11 RUE DES VAUROUX,,28300,AMILLY,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Amilly/Fontaine 3,528148,528148@lcfoot.fr,AMILLY F.C.,AMILLY,11 RUE DES VAUROUX 28300 AMILLY,"48,4437072","1,3981945",,11 RUE DES VAUROUX,,28300,AMILLY,Libre / Football d'animation,U9 (- 9 ans)
U15 D3,Am.S. Anet 1,519545,519545@lcfoot.fr,AM.S. ANET,ANET,RUE DIANE DE POITIERS 28260 ANET,"48,8565299","1,4391746",MAIRIE,RUE DIANE DE POITIERS,,28260,ANET,Libre / U15 - U14,U15 (- 15 ans)
Criterium U11 Niveau 3,Am.S. Anet 1,519545,519545@lcfoot.fr,AM.S. ANET,ANET,RUE DIANE DE POITIERS 28260 ANET,"48,8565299","1,4391746",MAIRIE,RUE DIANE DE POITIERS,,28260,ANET,Libre / Football d'animation,U11 (- 11 ans)
U17 D1,Angerville Puss 1,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / U17 - U16,U17 (- 17 ans)
Criterium U12 D1,Angerville Puss 12,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / U13 - U12,U12 (- 12 ans)
Departemental 1,Angerville-Pussay 1,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / Senior,Senior
U15 D1,Angerville-Pussay 1,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / U15 - U14,U15 (- 15 ans)
Criterium U13 D3,Angerville-Pussay 1,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau  1,Angerville-Pussay 1,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / Football d'animation,U11 (- 11 ans)
Veterans 3ème Division,Angerville-Pussay 1,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Foot Loisir / Foot Loisir,Foot Loisir
Departemental 3,Angerville-Pussay 2,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / Senior,Senior
Criterium U11 Niveau 3,Angerville-Pussay 2,500733,500733@lcfoot.fr,C.S. ANGERVILLE PUSSAY,ANGERVILLE,34 rue nationale 91670 ANGERVILLE,"48,3107008","1,9977842",MAIRIE,34 rue nationale,bp 29,91670,ANGERVILLE,Libre / Football d'animation,U11 (- 11 ans)
Departemental 4,Arrou Courtal 1,522599,522599@lcfoot.fr,ENT.S. ARROU CHATILLON COURTALAI,ARROU,12 GRANDE RUE 28290 ARROU,"48,097697","1,121104",MAIRIE,12 GRANDE RUE,,28290,ARROU,Libre / Senior,Senior
Criterium U13 D3,Aunay S Aun/Beville 1,535038,535038@lcfoot.fr,C.SP. AUNAY SS/AUNEAU,AUNAY SOUS AUNEAU,place de la mairie 28700 AUNAY SOUS AUNEAU,"48,4359732","1,7110813",MAIRIE,place de la mairie,,28700,AUNAY SOUS AUNEAU,Libre / U13 - U12,U13 (- 13 ans)
Departemental 2,Aunay Sous Auneau 1,535038,535038@lcfoot.fr,C.SP. AUNAY SS/AUNEAU,AUNAY SOUS AUNEAU,place de la mairie 28700 AUNAY SOUS AUNEAU,"48,4359732","1,7110813",MAIRIE,place de la mairie,,28700,AUNAY SOUS AUNEAU,Libre / Senior,Senior
Veterans / 2ème Division,Aunay Sous Auneau 1,535038,535038@lcfoot.fr,C.SP. AUNAY SS/AUNEAU,AUNAY SOUS AUNEAU,place de la mairie 28700 AUNAY SOUS AUNEAU,"48,4359732","1,7110813",MAIRIE,place de la mairie,,28700,AUNAY SOUS AUNEAU,Foot Loisir / Foot Loisir,Foot Loisir
U18 D2,Aunay Ss Aun/Beville 1,535038,535038@lcfoot.fr,C.SP. AUNAY SS/AUNEAU,AUNAY SOUS AUNEAU,place de la mairie 28700 AUNAY SOUS AUNEAU,"48,4359732","1,7110813",MAIRIE,place de la mairie,,28700,AUNAY SOUS AUNEAU,Libre / U19 - U18,U18 (- 18 ans)
Criterium U11 Niveau 3,Aunay Ss Aun/Beville 1,535038,535038@lcfoot.fr,C.SP. AUNAY SS/AUNEAU,AUNAY SOUS AUNEAU,place de la mairie 28700 AUNAY SOUS AUNEAU,"48,4359732","1,7110813",MAIRIE,place de la mairie,,28700,AUNAY SOUS AUNEAU,Libre / Football d'animation,U11 (- 11 ans)
Criterium U11 Niveau 3,Aunay Ss Aun/Beville 2,535038,535038@lcfoot.fr,C.SP. AUNAY SS/AUNEAU,AUNAY SOUS AUNEAU,place de la mairie 28700 AUNAY SOUS AUNEAU,"48,4359732","1,7110813",MAIRIE,place de la mairie,,28700,AUNAY SOUS AUNEAU,Libre / Football d'animation,U11 (- 11 ans)
Departemental 3,Auneau 1,524966,524966@lcfoot.fr,AUNEAU F.C.,AUNEAU,9 Avenue Gambetta 28700 AUNEAU,"48,4632507","1,7754782",Mairie,9 Avenue Gambetta,,28700,AUNEAU,Libre / Senior,Senior
U15 D3,Auneau 1,524966,524966@lcfoot.fr,AUNEAU F.C.,AUNEAU,9 Avenue Gambetta 28700 AUNEAU,"48,4632507","1,7754782",Mairie,9 Avenue Gambetta,,28700,AUNEAU,Libre / U15 - U14,U15 (- 15 ans)
Criterium U13 D3,Auneau 1,524966,524966@lcfoot.fr,AUNEAU F.C.,AUNEAU,9 Avenue Gambetta 28700 AUNEAU,"48,4632507","1,7754782",Mairie,9 Avenue Gambetta,,28700,AUNEAU,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 3,Auneau 1,524966,524966@lcfoot.fr,AUNEAU F.C.,AUNEAU,9 Avenue Gambetta 28700 AUNEAU,"48,4632507","1,7754782",Mairie,9 Avenue Gambetta,,28700,AUNEAU,Libre / Football d'animation,U11 (- 11 ans)
Criterium U11 Niveau 3,Auneau 2,524966,524966@lcfoot.fr,AUNEAU F.C.,AUNEAU,9 Avenue Gambetta 28700 AUNEAU,"48,4632507","1,7754782",Mairie,9 Avenue Gambetta,,28700,AUNEAU,Libre / Football d'animation,U11 (- 11 ans)
U18 D2,Auneau Ent Sp 1,524966,524966@lcfoot.fr,AUNEAU F.C.,AUNEAU,9 Avenue Gambetta 28700 AUNEAU,"48,4632507","1,7754782",Mairie,9 Avenue Gambetta,,28700,AUNEAU,Libre / U19 - U18,U18 (- 18 ans)
Seniors Futsal,Auneau Ent Sp 1,524966,524966@lcfoot.fr,AUNEAU F.C.,AUNEAU,9 Avenue Gambetta 28700 AUNEAU,"48,4632507","1,7754782",Mairie,9 Avenue Gambetta,,28700,AUNEAU,Futsal / Senior,Senior
Departemental 3,Bailleau Le Pin 1,526746,526746@lcfoot.fr,A.C. BAILLEAU LE PIN,BAILLEAU LE PIN,5 bis rue royale 28360 LUPLANTE,"48,3090249","1,3702622",,5 bis rue royale,,28360,LUPLANTE,Libre / Senior,Senior
Veterans 3ème Division,Bailleau Le Pin 1,526746,526746@lcfoot.fr,A.C. BAILLEAU LE PIN,BAILLEAU LE PIN,5 bis rue royale 28360 LUPLANTE,"48,3090249","1,3702622",,5 bis rue royale,,28360,LUPLANTE,Foot Loisir / Foot Loisir,Foot Loisir
Departemental 4,Bailleau Le Pin 2,526746,526746@lcfoot.fr,A.C. BAILLEAU LE PIN,BAILLEAU LE PIN,5 bis rue royale 28360 LUPLANTE,"48,3090249","1,3702622",,5 bis rue royale,,28360,LUPLANTE,Libre / Senior,Senior
Criterium U13 D3,Ent.Bailleau/Illiers 1,526746,526746@lcfoot.fr,A.C. BAILLEAU LE PIN,BAILLEAU LE PIN,5 bis rue royale 28360 LUPLANTE,"48,3090249","1,3702622",,5 bis rue royale,,28360,LUPLANTE,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 3,Ent.Bailleau/Illiers 1,526746,526746@lcfoot.fr,A.C. BAILLEAU LE PIN,BAILLEAU LE PIN,5 bis rue royale 28360 LUPLANTE,"48,3090249","1,3702622",,5 bis rue royale,,28360,LUPLANTE,Libre / Football d'animation,U11 (- 11 ans)
Departemental 3,Ent. Bazoche/Authon 1,505129,505129@lcfoot.fr,AV.S. LA BAZOCHE GOUET,BAZOCHE GOUET (LA),PLACE DE LA MAIRIE 28330 LA BAZOCHE GOUET,"48,1385475","0,9786285",MAIRIE,PLACE DE LA MAIRIE,,28330,LA BAZOCHE GOUET,Libre / Senior,Senior
Departemental 4,Belhomert Us 1,520015,520015@lcfoot.fr,U.S. DE BELHOMERT,BELHOMERT GUEHOUVILLE,RUE DE L'ABBAYE 28240 BELHOMERT GUEHOUVILLE,"48,5019831","1,0575842",MAIRIE,RUE DE L'ABBAYE,,28240,BELHOMERT GUEHOUVILLE,Libre / Senior,Senior
Criterium U11 Niveau 3,Belhomert Us 1,520015,520015@lcfoot.fr,U.S. DE BELHOMERT,BELHOMERT GUEHOUVILLE,RUE DE L'ABBAYE 28240 BELHOMERT GUEHOUVILLE,"48,5019831","1,0575842",MAIRIE,RUE DE L'ABBAYE,,28240,BELHOMERT GUEHOUVILLE,Libre / Football d'animation,U11 (- 11 ans)
Criterium U11 Niveau 3,Bercheres 1,529644,529644@lcfoot.fr,A.S. BERCHERES LES PIERRES,BERCHERES LES PIERRES,52 RUE DES CARRIERES 28630 BERCHERES LES PIERRES,"48,3822319","1,5575219",ALLARD MICHEL,52 RUE DES CARRIERES,,28630,BERCHERES LES PIERRES,Libre / Football d'animation,U11 (- 11 ans)
Criterium U11 Niveau 3,Bercheres 2,529644,529644@lcfoot.fr,A.S. BERCHERES LES PIERRES,BERCHERES LES PIERRES,52 RUE DES CARRIERES 28630 BERCHERES LES PIERRES,"48,3822319","1,5575219",ALLARD MICHEL,52 RUE DES CARRIERES,,28630,BERCHERES LES PIERRES,Libre / Football d'animation,U11 (- 11 ans)
